metrics:	ochiai	ochiai2	tarantula	barinel	opt	dstar	meco	sgf_1	sgf_2	fo1	fo2	fo3	fo4	fo5	fo6	fo7	fo8	fo9	fo10	fo12	fo13	fo14	fo15	fo16	fo17	fo19	fo20	fo21	fo22	
Time-15	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	11.0	13.0	1.0	2.0	3.0	2.0	38.0	37.0	11.0	37.0	4.0	4.0	11.0	11.0	4.0	4.0	36.0	37.0	
Time-16	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-128.0	C-117.0	C-1.0	C-123.0	C-114.0	C-156.0	C-1.0	C-1.0	C-114.0	C-156.0	C-117.0	C-126.0	
Time-17	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	6.0	1.0	2.0	2.0	1.0	428.0	425.0	4.0	425.0	150.0	150.0	4.0	1.0	150.0	150.0	423.0	425.0	
Time-18	3.0	3.0	3.0	3.0	24.0	3.0	3.0	3.0	3.0	1.0	3.0	20.0	20.0	2.0	1.0	2.0	3.0	435.0	435.0	20.0	435.0	147.0	147.0	20.0	19.0	147.0	147.0	433.0	435.0	
Time-19	60.0	60.0	60.0	60.0	75.0	60.0	60.0	60.0	60.0	96.0	110.0	346.0	346.0	2.0	2.0	96.0	110.0	187.0	187.0	346.0	187.0	141.0	126.0	346.0	346.0	141.0	126.0	187.0	187.0	
Time-20	C-3.0	C-3.0	C-3.0	C-3.0	C-20.0	C-3.0	C-3.0	C-3.0	C-3.0	C-1.0	C-3.0	C-1.0	C-1.0	C-2.0	C-1.0	C-1.0	C-3.0	C-104.0	C-102.0	C-1.0	C-102.0	C-60.0	C-46.0	C-1.0	C-1.0	C-60.0	C-46.0	C-101.0	C-102.0	
Time-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Time-22	157.0	86.0	27.0	26.0	173.0	154.0	11.0	157.0	161.0	47.0	164.0	139.0	88.0	13.0	3.0	47.0	161.0	363.0	426.0	86.0	424.0	244.0	129.0	84.0	147.0	244.0	126.0	422.0	371.0	
Time-23	16.0	22.0	20.0	28.0	1.0	15.0	29.0	16.0	21.0	17.0	6.0	6.0	108.0	1.0	6.0	17.0	7.0	124.0	23.0	69.0	61.0	20.0	29.0	107.0	6.0	20.0	30.0	22.0	124.0	
Time-24	487.0	498.0	484.0	497.0	498.0	490.0	497.0	486.0	493.0	1.0	492.0	195.0	1.0	26.0	1.0	7.0	492.0	512.0	722.0	1.0	720.0	486.0	492.0	1.0	210.0	492.0	492.0	722.0	527.0	
Time-25	C-80.0	C-85.0	C-74.0	C-25.0	C-11.0	C-76.0	C-73.0	C-80.0	C-56.0	C-1.0	C-10.0	C-2.0	C-1.0	C-1.0	C-1.0	C-5.0	C-17.0	C-36.0	C-63.0	C-1.0	C-67.0	C-61.0	C-4.0	C-1.0	C-2.0	C-61.0	C-4.0	C-63.0	C-32.0	
Time-26	C-115.0	C-91.0	C-4.0	C-4.0	C-11.0	C-138.0	C-114.0	C-115.0	C-110.0	C-1.0	C-11.0	C-2.0	C-1.0	C-1.0	C-1.0	C-7.0	C-7.0	C-67.0	C-51.0	C-1.0	C-67.0	C-46.0	C-4.0	C-1.0	C-2.0	C-46.0	C-4.0	C-46.0	C-67.0	
Mockito-1	1.0	1.0	1.0	1.0	1.0	365.0	369.0	1.0	1.0	161.0	1.0	1.0	365.0	1.0	28.0	1.0	9.0	501.0	139.0	1.0	500.0	368.0	359.0	364.0	1.0	208.0	367.0	138.0	502.0	
Mockito-2	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	17.0	1.0	6.0	30.0	1.0	4.0	14.0	2.0	228.0	205.0	17.0	212.0	32.0	43.0	24.0	1.0	29.0	44.0	199.0	223.0	
Mockito-3	1.0	1.0	3.0	6.0	1.0	1.0	1.0	1.0	1.0	56.0	1.0	1.0	139.0	1.0	10.0	46.0	3.0	424.0	289.0	30.0	375.0	220.0	269.0	128.0	1.0	212.0	271.0	283.0	424.0	
Mockito-4	1.0	1.0	1.0	1.0	98.0	1.0	2.0	1.0	4.0	2.0	1.0	1.0	4.0	3.0	2.0	1.0	1.0	328.0	318.0	1.0	322.0	150.0	159.0	1.0	1.0	150.0	158.0	315.0	326.0	
Mockito-5	74.0	74.0	74.0	74.0	75.0	73.0	73.0	74.0	74.0	1.0	70.0	2.0	2.0	2.0	1.0	2.0	70.0	381.0	381.0	2.0	381.0	69.0	70.0	2.0	3.0	70.0	70.0	382.0	381.0	
Mockito-6	1.0	1.0	2.0	2.0	198.0	2.0	2.0	1.0	140.0	1.0	1.0	2.0	2.0	6.0	1.0	1.0	2.0	341.0	341.0	2.0	343.0	192.0	12.0	2.0	5.0	192.0	12.0	337.0	339.0	
Mockito-7	C-8.0	C-8.0	C-8.0	C-8.0	C-41.0	C-8.0	C-8.0	C-8.0	C-11.0	C-1.0	C-13.0	C-1.0	C-1.0	C-2.0	C-1.0	C-3.0	C-13.0	C-251.0	C-250.0	C-1.0	C-249.0	C-106.0	C-101.0	C-1.0	C-3.0	C-106.0	C-100.0	C-248.0	C-249.0	
Mockito-8	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-6.0	C-6.0	C-1.0	C-6.0	C-2.0	C-2.0	C-1.0	C-1.0	C-2.0	C-2.0	C-6.0	C-6.0	
Mockito-9	11.0	11.0	13.0	13.0	34.0	11.0	8.0	11.0	5.0	26.0	16.0	71.0	87.0	2.0	4.0	26.0	16.0	296.0	278.0	79.0	282.0	98.0	107.0	83.0	66.0	98.0	107.0	275.0	290.0	
Mockito-10	10.0	10.0	10.0	10.0	35.0	10.0	10.0	10.0	11.0	11.0	16.0	36.0	39.0	2.0	2.0	11.0	16.0	278.0	276.0	36.0	276.0	126.0	120.0	36.0	35.0	126.0	120.0	274.0	276.0	
Mockito-11	1.0	1.0	1.0	1.0	40.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	165.0	160.0	1.0	162.0	86.0	86.0	1.0	1.0	86.0	86.0	156.0	165.0	
Mockito-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-18	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	44.0	43.0	134.0	134.0	1.0	2.0	44.0	43.0	35.0	35.0	134.0	35.0	7.0	7.0	134.0	134.0	7.0	7.0	35.0	35.0	
Mockito-19	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	7.0	6.0	26.0	28.0	1.0	2.0	7.0	6.0	225.0	223.0	26.0	223.0	141.0	141.0	26.0	23.0	141.0	141.0	222.0	223.0	
Mockito-20	18.0	58.0	34.0	84.0	4.0	19.0	164.0	18.0	56.0	1.0	52.0	3.0	1.0	1.0	1.0	4.0	54.0	182.0	92.0	1.0	133.0	3.0	148.0	1.0	12.0	3.0	150.0	77.0	167.0	
Mockito-21	1.0	1.0	1.0	1.0	8.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	5.0	2.0	2.0	1.0	1.0	155.0	152.0	3.0	152.0	37.0	37.0	3.0	1.0	37.0	37.0	150.0	152.0	
Mockito-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mockito-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Math-1	2.0	2.0	1.0	1.0	15.0	2.0	7.0	2.0	13.0	2.0	2.0	4.0	5.0	2.0	2.0	1.0	1.0	198.0	197.0	3.0	197.0	38.0	37.0	3.0	2.0	37.0	36.0	195.0	196.0	
Math-2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	20.0	22.0	1.0	2.0	2.0	1.0	177.0	174.0	20.0	174.0	21.0	21.0	20.0	17.0	21.0	21.0	172.0	174.0	
Math-3	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-3.0	C-3.0	C-1.0	C-3.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-3.0	C-3.0	
Math-4	C-1.0	C-1.0	C-1.0	C-1.0	C-9.0	C-1.0	C-8.0	C-1.0	C-8.0	C-1.0	C-1.0	C-2.0	C-2.0	C-2.0	C-1.0	C-1.0	C-1.0	C-179.0	C-182.0	C-2.0	C-182.0	C-48.0	C-45.0	C-2.0	C-2.0	C-48.0	C-44.0	C-182.0	C-182.0	
Math-5	1.0	1.0	1.0	1.0	1.0	8.0	8.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	43.0	42.0	1.0	42.0	9.0	8.0	1.0	1.0	8.0	8.0	40.0	42.0	
Math-6	61.0	63.0	29.0	15.0	17.0	53.0	26.0	61.0	17.0	1.0	59.0	26.0	1.0	1.0	1.0	18.0	66.0	231.0	34.0	1.0	154.0	54.0	55.0	1.0	24.0	49.0	55.0	34.0	237.0	
Math-7	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	1.0	4.0	3.0	3.0	1.0	1.0	1.0	4.0	243.0	240.0	3.0	240.0	129.0	129.0	3.0	3.0	129.0	129.0	238.0	240.0	
Math-8	1.0	1.0	1.0	1.0	1.0	16.0	16.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	106.0	105.0	1.0	105.0	17.0	16.0	1.0	1.0	16.0	16.0	103.0	105.0	
Math-9	1.0	1.0	1.0	1.0	1.0	15.0	15.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	187.0	186.0	1.0	186.0	16.0	15.0	1.0	1.0	15.0	15.0	184.0	186.0	
Math-10	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-66.0	C-66.0	C-2.0	C-66.0	C-5.0	C-5.0	C-2.0	C-1.0	C-5.0	C-5.0	C-66.0	C-66.0	
Math-11	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	6.0	1.0	2.0	2.0	1.0	306.0	303.0	4.0	303.0	98.0	98.0	4.0	1.0	98.0	98.0	301.0	303.0	
Math-12	C-3.0	C-3.0	C-6.0	C-10.0	C-1.0	C-3.0	C-2.0	C-3.0	C-1.0	C-1.0	C-3.0	C-11.0	C-11.0	C-1.0	C-1.0	C-2.0	C-3.0	C-4.0	C-4.0	C-11.0	C-4.0	C-3.0	C-66.0	C-11.0	C-12.0	C-3.0	C-66.0	C-4.0	C-4.0	
Math-13	
Math-14	14.0	14.0	14.0	14.0	14.0	14.0	14.0	14.0	14.0	1.0	14.0	100.0	99.0	1.0	1.0	1.0	14.0	193.0	193.0	100.0	193.0	23.0	23.0	100.0	99.0	23.0	23.0	191.0	193.0	
Math-15	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	53.0	55.0	1.0	2.0	4.0	3.0	100.0	97.0	53.0	97.0	24.0	24.0	53.0	50.0	24.0	24.0	95.0	97.0	
Math-16	3.0	3.0	1.0	1.0	26.0	3.0	7.0	3.0	25.0	1.0	3.0	11.0	11.0	2.0	1.0	1.0	3.0	120.0	122.0	11.0	122.0	26.0	20.0	11.0	9.0	26.0	20.0	120.0	120.0	
Math-17	13.0	13.0	13.0	13.0	13.0	12.0	12.0	13.0	13.0	14.0	13.0	34.0	39.0	1.0	2.0	14.0	13.0	18.0	12.0	34.0	12.0	8.0	8.0	34.0	30.0	8.0	8.0	9.0	12.0	
Math-18	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-260.0	C-257.0	C-1.0	C-257.0	C-128.0	C-128.0	C-1.0	C-1.0	C-128.0	C-128.0	C-255.0	C-257.0	
Math-19	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-180.0	C-177.0	C-1.0	C-177.0	C-32.0	C-32.0	C-1.0	C-1.0	C-32.0	C-32.0	C-175.0	C-177.0	
Math-20	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-261.0	C-258.0	C-1.0	C-258.0	C-125.0	C-125.0	C-1.0	C-1.0	C-125.0	C-125.0	C-256.0	C-258.0	
Math-21	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	22.0	1.0	4.0	4.0	1.0	225.0	210.0	10.0	216.0	48.0	50.0	16.0	1.0	48.0	50.0	204.0	225.0	
Math-22	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	7.0	2.0	1.0	1.0	4.0	2.0	2.0	1.0	1.0	203.0	202.0	1.0	202.0	55.0	54.0	1.0	1.0	54.0	54.0	200.0	202.0	
Math-23	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	1.0	7.0	8.0	7.0	1.0	1.0	1.0	7.0	172.0	169.0	8.0	169.0	49.0	49.0	8.0	11.0	49.0	49.0	167.0	169.0	
Math-24	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	1.0	7.0	9.0	7.0	1.0	1.0	2.0	7.0	174.0	171.0	9.0	171.0	49.0	49.0	9.0	12.0	49.0	49.0	169.0	171.0	
Math-25	C-6.0	C-6.0	C-6.0	C-6.0	C-11.0	C-6.0	C-6.0	C-6.0	C-6.0	C-1.0	C-6.0	C-8.0	C-6.0	C-2.0	C-1.0	C-1.0	C-6.0	C-21.0	C-21.0	C-8.0	C-21.0	C-6.0	C-6.0	C-8.0	C-9.0	C-6.0	C-6.0	C-23.0	C-21.0	
Math-26	8.0	8.0	8.0	8.0	8.0	7.0	7.0	8.0	8.0	9.0	8.0	51.0	54.0	1.0	2.0	9.0	8.0	105.0	103.0	51.0	103.0	18.0	18.0	51.0	49.0	18.0	18.0	101.0	103.0	
Math-27	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	5.0	1.0	2.0	1.0	1.0	147.0	145.0	3.0	145.0	11.0	10.0	3.0	1.0	10.0	10.0	143.0	145.0	
Math-28	3.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	6.0	9.0	1.0	2.0	4.0	3.0	246.0	243.0	6.0	243.0	69.0	69.0	6.0	4.0	69.0	69.0	241.0	243.0	
Math-29	1.0	1.0	1.0	1.0	42.0	1.0	28.0	1.0	35.0	2.0	1.0	1.0	5.0	2.0	2.0	1.0	1.0	206.0	203.0	3.0	206.0	45.0	45.0	3.0	1.0	44.0	41.0	199.0	205.0	
Math-30	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	5.0	1.0	2.0	1.0	1.0	188.0	186.0	3.0	186.0	52.0	51.0	3.0	1.0	51.0	51.0	184.0	186.0	
Math-31	25.0	26.0	42.0	44.0	11.0	25.0	52.0	25.0	11.0	1.0	25.0	2.0	1.0	1.0	1.0	2.0	25.0	77.0	73.0	1.0	74.0	44.0	83.0	1.0	3.0	44.0	83.0	70.0	76.0	
Math-32	1.0	1.0	1.0	1.0	1.0	91.0	91.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	194.0	193.0	1.0	193.0	92.0	91.0	1.0	1.0	91.0	91.0	191.0	193.0	
Math-33	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	8.0	7.0	25.0	27.0	1.0	2.0	8.0	7.0	208.0	205.0	25.0	205.0	59.0	59.0	25.0	22.0	59.0	59.0	203.0	205.0	
Math-34	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	5.0	1.0	2.0	1.0	1.0	37.0	35.0	3.0	35.0	16.0	15.0	3.0	1.0	15.0	15.0	33.0	35.0	
Math-35	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	11.0	1.0	2.0	2.0	1.0	25.0	17.0	5.0	18.0	1.0	1.0	7.0	1.0	1.0	1.0	16.0	21.0	
Math-36	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	3.0	2.0	1.0	3.0	5.0	2.0	2.0	1.0	1.0	16.0	16.0	3.0	16.0	4.0	2.0	3.0	1.0	4.0	2.0	15.0	16.0	
Math-37	4.0	4.0	3.0	3.0	36.0	4.0	10.0	4.0	32.0	5.0	4.0	4.0	12.0	3.0	3.0	3.0	3.0	145.0	141.0	5.0	143.0	40.0	39.0	8.0	4.0	38.0	38.0	137.0	145.0	
Math-38	1.0	1.0	1.0	1.0	1.0	44.0	44.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	150.0	151.0	1.0	151.0	44.0	44.0	1.0	1.0	44.0	44.0	149.0	151.0	
Math-39	C-6.0	C-6.0	C-6.0	C-6.0	C-6.0	C-6.0	C-6.0	C-6.0	C-6.0	C-1.0	C-6.0	C-2.0	C-2.0	C-1.0	C-1.0	C-1.0	C-6.0	C-121.0	C-121.0	C-2.0	C-121.0	C-51.0	C-51.0	C-2.0	C-2.0	C-51.0	C-51.0	C-120.0	C-121.0	
Math-40	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	1.0	9.0	24.0	23.0	1.0	1.0	2.0	9.0	158.0	158.0	24.0	158.0	41.0	41.0	24.0	23.0	41.0	41.0	156.0	158.0	
Math-41	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	5.0	7.0	1.0	2.0	3.0	2.0	159.0	156.0	5.0	156.0	19.0	19.0	5.0	2.0	19.0	19.0	154.0	156.0	
Math-42	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	23.0	25.0	1.0	2.0	5.0	4.0	201.0	198.0	23.0	198.0	54.0	54.0	23.0	20.0	54.0	54.0	196.0	198.0	
Math-43	7.0	7.0	11.0	13.0	3.0	7.0	3.0	7.0	3.0	37.0	7.0	63.0	101.0	1.0	4.0	37.0	8.0	128.0	83.0	85.0	95.0	27.0	55.0	98.0	53.0	27.0	56.0	80.0	118.0	
Math-44	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	14.0	13.0	1.0	1.0	1.0	3.0	98.0	96.0	14.0	96.0	65.0	65.0	14.0	13.0	65.0	65.0	96.0	96.0	
Math-45	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	26.0	27.0	1.0	2.0	2.0	1.0	52.0	50.0	26.0	50.0	4.0	4.0	26.0	24.0	4.0	4.0	49.0	50.0	
Math-46	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	167.0	164.0	2.0	167.0	38.0	38.0	2.0	1.0	30.0	39.0	158.0	169.0	
Math-47	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	61.0	59.0	2.0	59.0	4.0	18.0	2.0	2.0	4.0	19.0	58.0	61.0	
Math-48	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	10.0	12.0	1.0	2.0	4.0	3.0	185.0	182.0	10.0	182.0	44.0	44.0	10.0	7.0	44.0	44.0	180.0	182.0	
Math-49	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	161.0	163.0	1.0	163.0	29.0	29.0	1.0	1.0	29.0	29.0	161.0	163.0	
Math-50	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	175.0	172.0	1.0	172.0	33.0	33.0	1.0	1.0	33.0	33.0	170.0	172.0	
Math-51	C-4.0	C-4.0	C-4.0	C-4.0	C-4.0	C-4.0	C-4.0	C-4.0	C-4.0	C-1.0	C-4.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-4.0	C-137.0	C-135.0	C-1.0	C-135.0	C-26.0	C-26.0	C-1.0	C-2.0	C-26.0	C-26.0	C-133.0	C-135.0	
Math-52	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	145.0	145.0	2.0	145.0	12.0	12.0	2.0	1.0	12.0	12.0	143.0	145.0	
Math-53	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	20.0	22.0	1.0	2.0	2.0	1.0	55.0	53.0	20.0	53.0	9.0	9.0	20.0	18.0	9.0	9.0	51.0	53.0	
Math-54	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	4.0	88.0	85.0	1.0	85.0	10.0	10.0	1.0	1.0	10.0	10.0	83.0	85.0	
Math-55	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	5.0	7.0	1.0	2.0	2.0	1.0	108.0	105.0	5.0	105.0	5.0	5.0	5.0	2.0	5.0	5.0	103.0	105.0	
Math-56	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	4.0	2.0	2.0	1.0	1.0	122.0	121.0	1.0	121.0	11.0	10.0	1.0	1.0	10.0	10.0	119.0	121.0	
Math-57	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	6.0	1.0	2.0	2.0	1.0	124.0	121.0	4.0	121.0	8.0	8.0	4.0	1.0	8.0	8.0	119.0	121.0	
Math-58	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	9.0	11.0	1.0	2.0	4.0	3.0	147.0	144.0	9.0	144.0	66.0	66.0	9.0	6.0	66.0	66.0	142.0	144.0	
Math-59	1.0	1.0	1.0	1.0	1.0	8.0	8.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	99.0	98.0	1.0	98.0	9.0	8.0	1.0	1.0	8.0	8.0	96.0	98.0	
Math-60	45.0	45.0	45.0	45.0	45.0	44.0	44.0	45.0	45.0	1.0	45.0	1.0	1.0	2.0	1.0	2.0	45.0	122.0	123.0	1.0	123.0	44.0	45.0	1.0	3.0	45.0	45.0	124.0	123.0	
Math-61	1.0	1.0	1.0	1.0	1.0	14.0	14.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	112.0	111.0	1.0	111.0	15.0	14.0	1.0	1.0	14.0	14.0	109.0	111.0	
Math-62	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	5.0	1.0	2.0	1.0	1.0	119.0	117.0	3.0	117.0	26.0	25.0	3.0	1.0	25.0	25.0	115.0	117.0	
Math-63	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	94.0	93.0	1.0	93.0	3.0	2.0	1.0	1.0	2.0	2.0	91.0	93.0	
Math-64	13.0	13.0	14.0	14.0	13.0	13.0	14.0	13.0	13.0	1.0	13.0	2.0	2.0	1.0	1.0	1.0	13.0	9.0	9.0	2.0	9.0	5.0	6.0	2.0	2.0	5.0	6.0	9.0	9.0	
Math-65	1.0	1.0	1.0	1.0	1.0	10.0	10.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	67.0	64.0	1.0	64.0	32.0	32.0	1.0	1.0	32.0	32.0	64.0	64.0	
Math-66	4.0	4.0	2.0	2.0	2.0	3.0	2.0	4.0	2.0	1.0	4.0	2.0	1.0	1.0	1.0	4.0	4.0	107.0	83.0	1.0	102.0	32.0	50.0	1.0	2.0	13.0	52.0	72.0	109.0	
Math-67	1.0	1.0	1.0	1.0	1.0	16.0	16.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	36.0	38.0	1.0	38.0	15.0	16.0	1.0	1.0	16.0	16.0	36.0	38.0	
