metrics:	ochiai	ochiai2	tarantula	barinel	opt	dstar	meco	sgf_1	sgf_2	fo1	fo2	fo3	fo4	fo5	fo6	fo7	fo8	fo9	fo10	fo12	fo13	fo14	fo15	fo16	fo17	fo19	fo20	fo21	fo22	
Compress-33	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-31.0	C-29.0	C-1.0	C-29.0	C-7.0	C-7.0	C-1.0	C-1.0	C-7.0	C-7.0	C-27.0	C-29.0	
Compress-34	1.0	1.0	1.0	1.0	1.0	8.0	8.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	8.0	6.0	1.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	
Compress-35	21.0	21.0	21.0	21.0	21.0	21.0	21.0	21.0	21.0	22.0	21.0	74.0	76.0	1.0	2.0	22.0	21.0	68.0	65.0	74.0	65.0	33.0	33.0	74.0	71.0	33.0	33.0	64.0	65.0	
Compress-36	57.0	59.0	55.0	57.0	60.0	60.0	56.0	57.0	59.0	17.0	60.0	87.0	51.0	11.0	2.0	25.0	60.0	71.0	107.0	59.0	96.0	59.0	23.0	48.0	85.0	67.0	23.0	105.0	68.0	
Compress-37	12.0	12.0	12.0	6.0	12.0	12.0	6.0	12.0	12.0	6.0	12.0	31.0	25.0	3.0	2.0	6.0	12.0	59.0	63.0	24.0	63.0	40.0	33.0	24.0	28.0	40.0	33.0	62.0	56.0	
Compress-38	29.0	29.0	29.0	26.0	29.0	29.0	23.0	29.0	29.0	23.0	29.0	67.0	61.0	3.0	2.0	23.0	29.0	29.0	34.0	60.0	34.0	30.0	23.0	60.0	66.0	30.0	23.0	34.0	27.0	
Compress-39	42.0	43.0	11.0	5.0	43.0	42.0	40.0	42.0	43.0	2.0	43.0	44.0	6.0	11.0	2.0	9.0	41.0	73.0	110.0	4.0	109.0	37.0	4.0	4.0	41.0	44.0	2.0	108.0	70.0	
Compress-40	2.0	2.0	2.0	2.0	1.0	2.0	3.0	2.0	2.0	5.0	2.0	2.0	8.0	1.0	3.0	5.0	2.0	7.0	1.0	5.0	4.0	1.0	3.0	5.0	2.0	1.0	3.0	1.0	6.0	
Compress-41	101.0	103.0	95.0	44.0	102.0	102.0	74.0	101.0	101.0	42.0	103.0	136.0	51.0	13.0	3.0	50.0	103.0	103.0	187.0	60.0	174.0	109.0	55.0	47.0	131.0	117.0	55.0	183.0	98.0	
Compress-42	93.0	93.0	9.0	3.0	98.0	98.0	67.0	93.0	98.0	2.0	95.0	97.0	5.0	12.0	2.0	10.0	4.0	95.0	187.0	3.0	187.0	114.0	119.0	3.0	95.0	122.0	28.0	185.0	93.0	
Compress-43	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	42.0	43.0	42.0	111.0	111.0	1.0	2.0	43.0	42.0	71.0	70.0	111.0	70.0	55.0	55.0	111.0	110.0	55.0	55.0	69.0	70.0	
Compress-44	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	
Compress-45	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	4.0	3.0	5.0	7.0	1.0	2.0	4.0	3.0	42.0	40.0	5.0	40.0	17.0	17.0	5.0	4.0	17.0	17.0	39.0	40.0	
Compress-46	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	5.0	5.0	1.0	2.0	2.0	1.0	30.0	27.0	5.0	27.0	6.0	6.0	5.0	2.0	6.0	6.0	27.0	27.0	
Compress-47	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-52.0	C-49.0	C-1.0	C-49.0	C-20.0	C-20.0	C-1.0	C-1.0	C-20.0	C-20.0	C-47.0	C-49.0	
